,image,label,scene,split
2023-05-17_neubiberg_sunny-0277_1684329385702071703,train/image-2023-05-17_neubiberg_sunny-0277_1684329385702071703.png,train/label-2023-05-17_neubiberg_sunny-0277_1684329385702071703.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0316_1684329511941251356,train/image-2023-05-17_neubiberg_sunny-0316_1684329511941251356.png,train/label-2023-05-17_neubiberg_sunny-0316_1684329511941251356.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0269_1684329355639286693,train/image-2023-05-17_neubiberg_sunny-0269_1684329355639286693.png,train/label-2023-05-17_neubiberg_sunny-0269_1684329355639286693.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0329_1684329570083273499,train/image-2023-05-17_neubiberg_sunny-0329_1684329570083273499.png,train/label-2023-05-17_neubiberg_sunny-0329_1684329570083273499.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0357_1684329660670661202,train/image-2023-05-17_neubiberg_sunny-0357_1684329660670661202.png,train/label-2023-05-17_neubiberg_sunny-0357_1684329660670661202.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0327_1684329563242615187,train/image-2023-05-17_neubiberg_sunny-0327_1684329563242615187.png,train/label-2023-05-17_neubiberg_sunny-0327_1684329563242615187.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0211_1684329136119571990,train/image-2023-05-17_neubiberg_sunny-0211_1684329136119571990.png,train/label-2023-05-17_neubiberg_sunny-0211_1684329136119571990.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0268_1684329354519495602,train/image-2023-05-17_neubiberg_sunny-0268_1684329354519495602.png,train/label-2023-05-17_neubiberg_sunny-0268_1684329354519495602.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0350_1684329641288570655,train/image-2023-05-17_neubiberg_sunny-0350_1684329641288570655.png,train/label-2023-05-17_neubiberg_sunny-0350_1684329641288570655.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0213_1684329142359977176,train/image-2023-05-17_neubiberg_sunny-0213_1684329142359977176.png,train/label-2023-05-17_neubiberg_sunny-0213_1684329142359977176.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0263_1684329329120683700,train/image-2023-05-17_neubiberg_sunny-0263_1684329329120683700.png,train/label-2023-05-17_neubiberg_sunny-0263_1684329329120683700.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0362_1684329674670431610,train/image-2023-05-17_neubiberg_sunny-0362_1684329674670431610.png,train/label-2023-05-17_neubiberg_sunny-0362_1684329674670431610.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0351_1684329642324437707,train/image-2023-05-17_neubiberg_sunny-0351_1684329642324437707.png,train/label-2023-05-17_neubiberg_sunny-0351_1684329642324437707.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0343_1684329628124991674,train/image-2023-05-17_neubiberg_sunny-0343_1684329628124991674.png,train/label-2023-05-17_neubiberg_sunny-0343_1684329628124991674.png,2023-05-17_neubiberg_sunny,train
2023-02-13_touareg_neuperlach-0040_1676281525785950431,train/image-2023-02-13_touareg_neuperlach-0040_1676281525785950431.png,train/label-2023-02-13_touareg_neuperlach-0040_1676281525785950431.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0028_1676281478387848291,train/image-2023-02-13_touareg_neuperlach-0028_1676281478387848291.png,train/label-2023-02-13_touareg_neuperlach-0028_1676281478387848291.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0003_1676281338493185445,train/image-2023-02-13_touareg_neuperlach-0003_1676281338493185445.png,train/label-2023-02-13_touareg_neuperlach-0003_1676281338493185445.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0012_1676281374192310552,train/image-2023-02-13_touareg_neuperlach-0012_1676281374192310552.png,train/label-2023-02-13_touareg_neuperlach-0012_1676281374192310552.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0023_1676281463288167339,train/image-2023-02-13_touareg_neuperlach-0023_1676281463288167339.png,train/label-2023-02-13_touareg_neuperlach-0023_1676281463288167339.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0011_1676281367492160536,train/image-2023-02-13_touareg_neuperlach-0011_1676281367492160536.png,train/label-2023-02-13_touareg_neuperlach-0011_1676281367492160536.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0041_1676281536585460533,train/image-2023-02-13_touareg_neuperlach-0041_1676281536585460533.png,train/label-2023-02-13_touareg_neuperlach-0041_1676281536585460533.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0031_1676281491587578481,train/image-2023-02-13_touareg_neuperlach-0031_1676281491587578481.png,train/label-2023-02-13_touareg_neuperlach-0031_1676281491587578481.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0006_1676281345592958173,train/image-2023-02-13_touareg_neuperlach-0006_1676281345592958173.png,train/label-2023-02-13_touareg_neuperlach-0006_1676281345592958173.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0017_1676281416089902739,train/image-2023-02-13_touareg_neuperlach-0017_1676281416089902739.png,train/label-2023-02-13_touareg_neuperlach-0017_1676281416089902739.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0018_1676281426890074722,train/image-2023-02-13_touareg_neuperlach-0018_1676281426890074722.png,train/label-2023-02-13_touareg_neuperlach-0018_1676281426890074722.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0015_1676281398690976248,train/image-2023-02-13_touareg_neuperlach-0015_1676281398690976248.png,train/label-2023-02-13_touareg_neuperlach-0015_1676281398690976248.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0019_1676281432389512555,train/image-2023-02-13_touareg_neuperlach-0019_1676281432389512555.png,train/label-2023-02-13_touareg_neuperlach-0019_1676281432389512555.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0020_1676281436490615619,train/image-2023-02-13_touareg_neuperlach-0020_1676281436490615619.png,train/label-2023-02-13_touareg_neuperlach-0020_1676281436490615619.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0036_1676281502887045283,train/image-2023-02-13_touareg_neuperlach-0036_1676281502887045283.png,train/label-2023-02-13_touareg_neuperlach-0036_1676281502887045283.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0037_1676281504486697087,train/image-2023-02-13_touareg_neuperlach-0037_1676281504486697087.png,train/label-2023-02-13_touareg_neuperlach-0037_1676281504486697087.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0027_1676281475688433406,train/image-2023-02-13_touareg_neuperlach-0027_1676281475688433406.png,train/label-2023-02-13_touareg_neuperlach-0027_1676281475688433406.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0033_1676281495687487456,train/image-2023-02-13_touareg_neuperlach-0033_1676281495687487456.png,train/label-2023-02-13_touareg_neuperlach-0033_1676281495687487456.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0042_1676281544485364356,train/image-2023-02-13_touareg_neuperlach-0042_1676281544485364356.png,train/label-2023-02-13_touareg_neuperlach-0042_1676281544485364356.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0004_1676281340793084118,train/image-2023-02-13_touareg_neuperlach-0004_1676281340793084118.png,train/label-2023-02-13_touareg_neuperlach-0004_1676281340793084118.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0005_1676281343093030721,train/image-2023-02-13_touareg_neuperlach-0005_1676281343093030721.png,train/label-2023-02-13_touareg_neuperlach-0005_1676281343093030721.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0029_1676281479187651020,train/image-2023-02-13_touareg_neuperlach-0029_1676281479187651020.png,train/label-2023-02-13_touareg_neuperlach-0029_1676281479187651020.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0030_1676281489087498944,train/image-2023-02-13_touareg_neuperlach-0030_1676281489087498944.png,train/label-2023-02-13_touareg_neuperlach-0030_1676281489087498944.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0032_1676281493186918200,train/image-2023-02-13_touareg_neuperlach-0032_1676281493186918200.png,train/label-2023-02-13_touareg_neuperlach-0032_1676281493186918200.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0014_1676281379691450086,train/image-2023-02-13_touareg_neuperlach-0014_1676281379691450086.png,train/label-2023-02-13_touareg_neuperlach-0014_1676281379691450086.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0009_1676281359191918860,train/image-2023-02-13_touareg_neuperlach-0009_1676281359191918860.png,train/label-2023-02-13_touareg_neuperlach-0009_1676281359191918860.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0001_1676281333893524274,train/image-2023-02-13_touareg_neuperlach-0001_1676281333893524274.png,train/label-2023-02-13_touareg_neuperlach-0001_1676281333893524274.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0035_1676281501386683179,train/image-2023-02-13_touareg_neuperlach-0035_1676281501386683179.png,train/label-2023-02-13_touareg_neuperlach-0035_1676281501386683179.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0016_1676281411590428260,train/image-2023-02-13_touareg_neuperlach-0016_1676281411590428260.png,train/label-2023-02-13_touareg_neuperlach-0016_1676281411590428260.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0002_1676281336993309433,train/image-2023-02-13_touareg_neuperlach-0002_1676281336993309433.png,train/label-2023-02-13_touareg_neuperlach-0002_1676281336993309433.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0038_1676281507386983452,train/image-2023-02-13_touareg_neuperlach-0038_1676281507386983452.png,train/label-2023-02-13_touareg_neuperlach-0038_1676281507386983452.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0034_1676281499386828365,train/image-2023-02-13_touareg_neuperlach-0034_1676281499386828365.png,train/label-2023-02-13_touareg_neuperlach-0034_1676281499386828365.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0039_1676281514086464975,train/image-2023-02-13_touareg_neuperlach-0039_1676281514086464975.png,train/label-2023-02-13_touareg_neuperlach-0039_1676281514086464975.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0008_1676281355392955195,train/image-2023-02-13_touareg_neuperlach-0008_1676281355392955195.png,train/label-2023-02-13_touareg_neuperlach-0008_1676281355392955195.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0025_1676281470488331534,train/image-2023-02-13_touareg_neuperlach-0025_1676281470488331534.png,train/label-2023-02-13_touareg_neuperlach-0025_1676281470488331534.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0022_1676281451088855687,train/image-2023-02-13_touareg_neuperlach-0022_1676281451088855687.png,train/label-2023-02-13_touareg_neuperlach-0022_1676281451088855687.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0013_1676281376192076319,train/image-2023-02-13_touareg_neuperlach-0013_1676281376192076319.png,train/label-2023-02-13_touareg_neuperlach-0013_1676281376192076319.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0021_1676281450888928950,train/image-2023-02-13_touareg_neuperlach-0021_1676281450888928950.png,train/label-2023-02-13_touareg_neuperlach-0021_1676281450888928950.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0000_1676281331393488128,train/image-2023-02-13_touareg_neuperlach-0000_1676281331393488128.png,train/label-2023-02-13_touareg_neuperlach-0000_1676281331393488128.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0010_1676281361492105824,train/image-2023-02-13_touareg_neuperlach-0010_1676281361492105824.png,train/label-2023-02-13_touareg_neuperlach-0010_1676281361492105824.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0024_1676281464188603818,train/image-2023-02-13_touareg_neuperlach-0024_1676281464188603818.png,train/label-2023-02-13_touareg_neuperlach-0024_1676281464188603818.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0026_1676281474487584315,train/image-2023-02-13_touareg_neuperlach-0026_1676281474487584315.png,train/label-2023-02-13_touareg_neuperlach-0026_1676281474487584315.png,2023-02-13_touareg_neuperlach,train
2023-02-13_touareg_neuperlach-0007_1676281353093346636,train/image-2023-02-13_touareg_neuperlach-0007_1676281353093346636.png,train/label-2023-02-13_touareg_neuperlach-0007_1676281353093346636.png,2023-02-13_touareg_neuperlach,train
2022-10-14_hohenbrunn_feldwege_waldwege-0128_1665757023364916793,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0128_1665757023364916793.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0128_1665757023364916793.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0183_1665757727444282649,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0183_1665757727444282649.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0183_1665757727444282649.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0049_1665755519542587648,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0049_1665755519542587648.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0049_1665755519542587648.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0073_1665756477987056722,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0073_1665756477987056722.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0073_1665756477987056722.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0222_1665758010790434868,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0222_1665758010790434868.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0222_1665758010790434868.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0237_1665758230573340756,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0237_1665758230573340756.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0237_1665758230573340756.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0115_1665756935677385465,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0115_1665756935677385465.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0115_1665756935677385465.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0033_1665755379622964619,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0033_1665755379622964619.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0033_1665755379622964619.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0186_1665757744032502687,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0186_1665757744032502687.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0186_1665757744032502687.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0114_1665756927536634389,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0114_1665756927536634389.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0114_1665756927536634389.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0254_1665758369785343478,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0254_1665758369785343478.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0254_1665758369785343478.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0198_1665757859740209396,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0198_1665757859740209396.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0198_1665757859740209396.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0004_1665754897845458245,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0004_1665754897845458245.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0004_1665754897845458245.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0228_1665758152158475190,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0228_1665758152158475190.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0228_1665758152158475190.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0176_1665757679019412085,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0176_1665757679019412085.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0176_1665757679019412085.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0048_1665755513257354778,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0048_1665755513257354778.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0048_1665755513257354778.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0251_1665758358657182377,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0251_1665758358657182377.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0251_1665758358657182377.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0127_1665757016048901248,val/image-2022-10-14_hohenbrunn_feldwege_waldwege-0127_1665757016048901248.png,val/label-2022-10-14_hohenbrunn_feldwege_waldwege-0127_1665757016048901248.png,2022-10-14_hohenbrunn_feldwege_waldwege,val
2022-10-14_hohenbrunn_feldwege_waldwege-0102_1665756790805774902,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0102_1665756790805774902.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0102_1665756790805774902.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
2022-10-14_hohenbrunn_feldwege_waldwege-0017_1665755042050231141,train/image-2022-10-14_hohenbrunn_feldwege_waldwege-0017_1665755042050231141.png,train/label-2022-10-14_hohenbrunn_feldwege_waldwege-0017_1665755042050231141.png,2022-10-14_hohenbrunn_feldwege_waldwege,train
